invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,ssn,is_restricted
I139213,C281360,Female,47,Clothing,2,600.16,Credit Card,23/11/2022,Istinye Park,000-91-5832,False
I141788,C204233,Male,66,Clothing,3,900.24,Credit Card,26/07/2021,Mall of Istanbul,000-16-4749,True
I569110,C741571,Female,54,Toys,1,35.84,Cash,13/05/2022,Metrocity,000-47-8677,False
I310764,C272462,Male,27,Clothing,1,300.08,Cash,28/07/2022,Metrocity,000-91-1258,False
I102721,C102359,Male,57,Toys,3,107.52,Credit Card,9/7/2022,Metrocity,000-75-3175,False
I204158,C272998,Female,65,Toys,1,35.84,Credit Card,22/11/2021,Viaport Outlet,000-90-3002,False
I733224,C318822,Male,35,Clothing,3,900.24,Cash,2/6/2021,Metropol AVM,000-22-9810,True
I253706,C218834,Female,34,Toys,2,71.68,Debit Card,27/08/2022,Mall of Istanbul,000-31-8908,False
I179058,C433955,Female,24,Technology,4,4200.0,Credit Card,6/11/2021,Mall of Istanbul,000-51-5180,False
I221631,C194404,Female,22,Clothing,5,1500.4,Debit Card,2/11/2022,Metropol AVM,000-97-4932,True
I338742,C156010,Male,46,Toys,2,71.68,Cash,21/08/2021,Cevahir AVM,000-44-5939,False
I122485,C125048,Male,23,Cosmetics,1,40.66,Credit Card,12/7/2021,Metrocity,000-22-8755,False
I331958,C316889,Male,61,Food & Beverage,1,5.23,Cash,16/05/2021,Zorlu Center,000-84-5761,False
I826511,C324895,Female,61,Shoes,4,2400.68,Cash,2/5/2021,Forum Istanbul,000-28-0211,False
I308519,C207786,Female,68,Cosmetics,5,203.3,Credit Card,24/01/2023,Mall of Istanbul,000-27-8489,False
I137813,C137559,Male,66,Food & Beverage,4,20.92,Credit Card,12/10/2022,Metropol AVM,000-46-6111,True
I134839,C245811,Female,61,Food & Beverage,2,10.46,Cash,28/12/2021,Kanyon,000-72-6750,False
I339014,C128115,Female,24,Food & Beverage,3,15.69,Credit Card,18/01/2022,Viaport Outlet,000-53-2671,False
I326773,C663082,Male,54,Clothing,5,1500.4,Cash,26/04/2021,Kanyon,000-23-3569,True
I676953,C200083,Male,63,Cosmetics,2,81.32,Cash,17/03/2021,Cevahir AVM,000-29-8247,False
I134148,C148545,Female,50,Clothing,3,900.24,Credit Card,30/08/2021,Emaar Square Mall,000-38-3087,True
I274448,C288663,Female,23,Food & Beverage,3,15.69,Cash,7/3/2023,Forum Istanbul,000-81-8612,False
I174241,C236494,Male,61,Clothing,1,300.08,Credit Card,16/05/2022,Metrocity,000-78-9029,False
I766054,C165612,Female,24,Clothing,4,1200.32,Credit Card,2/7/2021,Emaar Square Mall,000-99-1867,False
I250842,C278401,Female,48,Toys,4,143.36,Cash,5/3/2022,Kanyon,000-63-7544,False
I161811,C242496,Female,41,Food & Beverage,4,20.92,Cash,8/5/2021,Metropol AVM,000-19-1909,False
I317937,C229137,Male,24,Clothing,3,900.24,Cash,26/07/2022,Forum Istanbul,000-26-0284,True
I386563,C258375,Female,36,Clothing,1,300.08,Cash,5/9/2021,Mall of Istanbul,000-71-5705,True
I471551,C305472,Male,24,Clothing,5,1500.4,Cash,17/07/2022,Emaar Square Mall,000-49-5940,False
I316056,C247455,Female,38,Clothing,3,900.24,Debit Card,16/09/2022,Metrocity,000-27-7240,False
I205099,C918580,Male,45,Toys,5,179.2,Debit Card,14/08/2022,Mall of Istanbul,000-86-8570,False
I391615,C219598,Male,67,Shoes,3,1800.51,Credit Card,3/1/2023,Viaport Outlet,000-53-2821,True
I191678,C128475,Female,60,Clothing,1,300.08,Credit Card,26/01/2023,Emaar Square Mall,000-48-0471,False
I197485,C762577,Female,36,Clothing,3,900.24,Debit Card,3/2/2023,Kanyon,000-25-3643,True
I334902,C220825,Female,56,Shoes,4,2400.68,Cash,21/06/2021,Istinye Park,000-26-2332,True
I173467,C213392,Male,31,Clothing,1,300.08,Credit Card,25/05/2021,Mall of Istanbul,000-98-3712,False
I306015,C138232,Male,68,Cosmetics,3,121.98,Cash,7/3/2021,Kanyon,000-49-2053,True
I545654,C836878,Female,54,Food & Beverage,4,20.92,Cash,15/08/2022,Kanyon,000-36-2133,False
I158384,C982867,Male,23,Clothing,2,600.16,Credit Card,21/07/2021,Mall of Istanbul,000-20-6960,True
I142003,C138877,Male,23,Toys,3,107.52,Credit Card,29/12/2022,Forum Istanbul,000-98-1830,False
I293771,C313207,Male,25,Toys,3,107.52,Debit Card,17/07/2021,Zorlu Center,000-19-0308,True
I477101,C143665,Female,19,Souvenir,3,35.19,Debit Card,3/8/2022,Forum Istanbul,000-71-7065,False
I447913,C335008,Male,62,Cosmetics,4,162.64,Credit Card,23/10/2021,Mall of Istanbul,000-15-3217,False
I979153,C288811,Female,65,Technology,4,4200.0,Cash,14/01/2022,Kanyon,000-23-0537,True
I288084,C619978,Female,36,Shoes,2,1200.34,Cash,29/08/2021,Kanyon,000-94-8412,False
I768380,C907586,Female,22,Clothing,1,300.08,Cash,7/2/2022,Viaport Outlet,000-85-0971,False
I335847,C137026,Female,65,Food & Beverage,1,5.23,Cash,7/8/2022,Mall of Istanbul,000-70-1948,False
I298502,C946714,Female,26,Clothing,4,1200.32,Credit Card,27/01/2023,Mall of Istanbul,000-42-0709,True
I528868,C108614,Female,34,Toys,1,35.84,Credit Card,4/10/2022,Emaar Square Mall,000-18-4942,False
I217159,C607903,Female,44,Clothing,2,600.16,Credit Card,30/01/2023,Mall of Istanbul,000-95-0168,False
I342740,C285875,Female,55,Cosmetics,3,121.98,Debit Card,18/01/2023,Kanyon,000-22-2028,True
I378817,C280398,Female,29,Toys,1,35.84,Debit Card,18/02/2022,Kanyon,000-87-3365,True
I233655,C183247,Female,22,Clothing,4,1200.32,Debit Card,11/11/2021,Forum Istanbul,000-85-3277,True
I495637,C306435,Female,53,Food & Beverage,4,20.92,Cash,12/2/2023,Zorlu Center,000-33-5759,False
I264760,C334676,Female,69,Toys,3,107.52,Credit Card,27/06/2022,Metrocity,000-13-1487,False
I534258,C237451,Male,24,Shoes,1,600.17,Credit Card,9/12/2021,Mall of Istanbul,000-28-4544,True
I228747,C151977,Female,59,Shoes,4,2400.68,Cash,7/9/2022,Forum Istanbul,000-84-5698,True
I163770,C262381,Male,53,Cosmetics,1,40.66,Credit Card,31/10/2021,Mall of Istanbul,000-55-2630,False
I143916,C106954,Male,55,Clothing,1,300.08,Cash,25/08/2022,Istinye Park,000-74-3962,False
I158657,C309804,Male,41,Cosmetics,2,81.32,Cash,20/06/2021,Mall of Istanbul,000-74-9342,False
I494794,C272762,Male,42,Clothing,1,300.08,Cash,18/08/2021,Kanyon,000-18-1623,True
I318268,C412976,Female,39,Souvenir,1,11.73,Credit Card,11/5/2022,Kanyon,000-84-0229,True
I941039,C256457,Female,68,Clothing,4,1200.32,Credit Card,20/01/2023,Istinye Park,000-77-3555,False
I210732,C290210,Female,56,Food & Beverage,4,20.92,Credit Card,12/2/2023,Istinye Park,000-34-4617,True
I283789,C299917,Female,33,Cosmetics,1,40.66,Cash,17/05/2021,Kanyon,000-31-8800,False
I799795,C197636,Male,56,Books,4,60.6,Credit Card,30/03/2022,Kanyon,000-10-1616,False
I300649,C128730,Female,35,Shoes,1,600.17,Cash,7/6/2021,Mall of Istanbul,000-37-8260,False
I884632,C609891,Female,31,Shoes,3,1800.51,Cash,26/05/2021,Kanyon,000-70-6004,True
I280147,C240308,Male,43,Cosmetics,1,40.66,Credit Card,6/12/2021,Mall of Istanbul,000-99-9656,True
I239751,C797865,Female,59,Clothing,1,300.08,Debit Card,19/10/2022,Zorlu Center,000-33-7203,False
I320720,C216338,Male,65,Clothing,5,1500.4,Credit Card,23/08/2021,Metrocity,000-96-1758,True
I204044,C292194,Female,63,Cosmetics,2,81.32,Cash,26/04/2021,Kanyon,000-33-5813,True
I246989,C272145,Female,38,Clothing,3,900.24,Cash,23/12/2021,Zorlu Center,000-58-6948,False
I288760,C173844,Male,24,Clothing,4,1200.32,Credit Card,29/04/2021,Emaar Square Mall,000-37-8425,False
I214591,C260107,Male,64,Cosmetics,3,121.98,Debit Card,2/2/2021,Istinye Park,000-39-6677,True
I740145,C121918,Female,36,Clothing,5,1500.4,Debit Card,1/6/2021,Istinye Park,000-24-5149,True
I188049,C160149,Female,22,Food & Beverage,4,20.92,Cash,14/09/2021,Cevahir AVM,000-25-7633,False
I265477,C147703,Male,51,Clothing,1,300.08,Cash,13/01/2023,Istinye Park,000-24-8515,True
I357532,C543933,Female,54,Souvenir,3,35.19,Debit Card,18/11/2022,Metropol AVM,000-27-8123,False
I116014,C273447,Female,49,Cosmetics,1,40.66,Debit Card,24/01/2023,Zorlu Center,000-56-4723,True
I302318,C115526,Female,32,Clothing,1,300.08,Debit Card,7/6/2021,Kanyon,000-81-0665,False
I578182,C272347,Female,26,Clothing,4,1200.32,Cash,17/09/2022,Kanyon,000-20-5375,False
I273873,C143869,Female,25,Technology,1,1050.0,Credit Card,23/02/2023,Zorlu Center,000-73-1895,False
I252507,C324225,Male,31,Shoes,3,1800.51,Credit Card,25/05/2021,Kanyon,000-59-4646,False
I156176,C158413,Female,48,Food & Beverage,1,5.23,Cash,15/09/2021,Kanyon,000-68-9836,False
I183379,C201989,Female,47,Food & Beverage,3,15.69,Credit Card,26/07/2021,Istinye Park,000-49-7273,True
I769746,C177597,Male,19,Books,5,75.75,Cash,19/05/2021,Mall of Istanbul,000-38-9075,True
I172702,C263964,Male,49,Clothing,5,1500.4,Cash,4/11/2021,Viaport Outlet,000-62-4761,False
I116469,C240189,Female,22,Cosmetics,4,162.64,Cash,27/01/2021,Istinye Park,000-64-3093,False
I244714,C120189,Male,29,Food & Beverage,5,26.15,Cash,1/3/2023,Mall of Istanbul,000-18-7793,True
I733733,C254529,Male,27,Cosmetics,1,40.66,Cash,17/01/2022,Metrocity,000-96-6020,True
I226752,C366100,Male,69,Technology,3,3150.0,Credit Card,4/4/2021,Viaport Outlet,000-32-0209,False
I550392,C305093,Female,40,Clothing,1,300.08,Credit Card,1/5/2022,Forum Istanbul,000-96-8055,False
I125627,C252886,Female,24,Shoes,3,1800.51,Cash,6/7/2022,Metropol AVM,000-96-1723,False
I112048,C419768,Male,20,Clothing,3,900.24,Debit Card,23/01/2023,Metropol AVM,000-60-7177,True
I177782,C108821,Male,62,Books,2,30.3,Credit Card,12/7/2021,Kanyon,000-76-1392,False
I224651,C919127,Female,31,Toys,5,179.2,Cash,12/4/2021,Viaport Outlet,000-25-2348,False
I152100,C140055,Male,60,Shoes,1,600.17,Credit Card,29/07/2022,Metrocity,000-60-6563,False
I157119,C104579,Female,42,Clothing,5,1500.4,Cash,7/4/2022,Kanyon,000-98-9675,False
I222910,C219059,Female,55,Toys,4,143.36,Debit Card,26/03/2022,Viaport Outlet,000-23-2764,False
I209231,C258159,Female,51,Technology,1,1050.0,Credit Card,9/9/2021,Metrocity,000-18-5959,True
I446183,C411899,Male,50,Souvenir,1,11.73,Credit Card,28/02/2022,Metropol AVM,000-35-5548,True
I306746,C295777,Male,48,Cosmetics,2,81.32,Debit Card,26/01/2022,Istinye Park,000-35-9747,True
I362416,C119461,Female,24,Clothing,2,600.16,Credit Card,14/07/2021,Metrocity,000-61-2011,True
I160549,C829141,Female,58,Clothing,4,1200.32,Cash,17/11/2022,Metropol AVM,000-39-6958,False
I248729,C133419,Female,34,Food & Beverage,2,10.46,Credit Card,18/10/2021,Kanyon,000-73-4563,True
I907229,C744298,Female,41,Technology,3,3150.0,Cash,5/9/2021,Forum Istanbul,000-84-9726,False
I762293,C396924,Male,38,Cosmetics,4,162.64,Debit Card,20/08/2022,Emaar Square Mall,000-44-6557,True
I290993,C248298,Male,62,Shoes,4,2400.68,Debit Card,29/07/2021,Kanyon,000-55-7795,False
I666412,C226114,Female,67,Books,5,75.75,Debit Card,21/06/2021,Istinye Park,000-95-9882,True
I247300,C575685,Female,58,Toys,4,143.36,Debit Card,9/2/2023,Viaport Outlet,000-61-7938,False
I314811,C196432,Female,68,Clothing,1,300.08,Cash,10/4/2021,Metrocity,000-75-4569,True
I940475,C150642,Female,24,Food & Beverage,2,10.46,Credit Card,23/04/2022,Mall of Istanbul,000-28-7448,True
I256466,C152002,Male,48,Clothing,1,300.08,Credit Card,30/08/2022,Mall of Istanbul,000-23-2001,True
I338384,C265738,Female,47,Technology,5,5250.0,Cash,12/1/2023,Kanyon,000-42-8017,False
I317229,C142208,Female,43,Food & Beverage,1,5.23,Credit Card,2/9/2022,Mall of Istanbul,000-73-3781,False
I270920,C174885,Female,64,Toys,4,143.36,Cash,17/09/2021,Metropol AVM,000-90-2205,True
I617062,C186156,Female,52,Technology,2,2100.0,Debit Card,16/06/2022,Metrocity,000-13-1631,False
I249828,C321123,Female,32,Clothing,1,300.08,Credit Card,17/05/2022,Viaport Outlet,000-16-1117,False
I795164,C191491,Male,64,Souvenir,3,35.19,Cash,22/02/2022,Mall of Istanbul,000-73-0438,True
I301361,C192819,Female,63,Shoes,1,600.17,Cash,5/1/2021,Istinye Park,000-32-6269,False
I322457,C561510,Female,35,Clothing,5,1500.4,Credit Card,12/10/2022,Cevahir AVM,000-87-5356,False
I834992,C187282,Female,44,Technology,1,1050.0,Debit Card,29/04/2021,Metrocity,000-29-4960,False
I196042,C315526,Female,54,Clothing,1,300.08,Cash,12/12/2022,Istinye Park,000-89-1578,False
I111118,C232026,Male,62,Food & Beverage,4,20.92,Debit Card,3/11/2022,Istinye Park,000-19-8518,False
I168493,C270735,Male,28,Food & Beverage,4,20.92,Debit Card,16/12/2022,Mall of Istanbul,000-73-7635,False
I758571,C339042,Male,64,Cosmetics,1,40.66,Debit Card,11/2/2022,Metropol AVM,000-35-4809,False
I335541,C256301,Male,23,Shoes,3,1800.51,Cash,2/8/2021,Kanyon,000-94-8157,True
I423150,C101646,Male,68,Clothing,2,600.16,Debit Card,14/11/2022,Forum Istanbul,000-72-8270,False
I219428,C208838,Female,40,Toys,4,143.36,Cash,17/09/2021,Metrocity,000-43-8887,True
I442054,C126346,Female,48,Cosmetics,3,121.98,Cash,27/12/2021,Kanyon,000-53-8856,False
I603047,C331851,Male,54,Shoes,2,1200.34,Debit Card,8/10/2022,Metropol AVM,000-79-0289,False
I117785,C113968,Male,60,Technology,4,4200.0,Credit Card,8/1/2021,Metrocity,000-14-7051,True
I257391,C180532,Female,33,Food & Beverage,4,20.92,Cash,5/5/2022,Metropol AVM,000-25-6285,False
I319795,C203846,Female,30,Books,3,45.45,Cash,2/9/2022,Metrocity,000-67-5153,False
I822053,C270350,Male,39,Food & Beverage,5,26.15,Debit Card,25/01/2021,Zorlu Center,000-58-7250,False
I229072,C304532,Female,37,Clothing,4,1200.32,Debit Card,15/04/2021,Metropol AVM,000-68-0589,True
I220091,C238661,Female,38,Cosmetics,3,121.98,Debit Card,20/02/2021,Zorlu Center,000-14-2897,True
I275623,C312824,Male,29,Clothing,5,1500.4,Credit Card,2/9/2022,Viaport Outlet,000-81-4965,False
I189899,C683703,Female,51,Food & Beverage,4,20.92,Credit Card,30/06/2021,Emaar Square Mall,000-31-8052,False
I202043,C100019,Female,21,Toys,1,35.84,Credit Card,25/07/2021,Metrocity,000-65-2203,False
I179044,C117455,Male,19,Souvenir,4,46.92,Cash,22/04/2021,Metropol AVM,000-49-6374,True
I146384,C107169,Female,33,Clothing,3,900.24,Cash,14/02/2022,Metrocity,000-72-1792,True
I339425,C236636,Female,30,Cosmetics,5,203.3,Cash,6/3/2022,Istinye Park,000-82-8037,False
I104444,C209086,Female,21,Toys,5,179.2,Cash,21/07/2021,Mall of Istanbul,000-94-9073,False
I149873,C279310,Male,47,Food & Beverage,2,10.46,Cash,14/08/2021,Metrocity,000-97-8837,True
I846931,C324073,Female,63,Clothing,1,300.08,Credit Card,21/09/2021,Metropol AVM,000-83-7697,False
I132244,C182769,Male,54,Shoes,1,600.17,Cash,15/02/2023,Metropol AVM,000-70-9211,False
I294353,C224719,Female,38,Food & Beverage,3,15.69,Credit Card,28/10/2021,Metropol AVM,000-30-8301,False
I295473,C303567,Female,47,Clothing,4,1200.32,Cash,11/4/2021,Kanyon,000-17-6412,True
I152217,C542030,Female,32,Shoes,4,2400.68,Cash,5/7/2022,Kanyon,000-43-8105,False
I444838,C579018,Female,19,Toys,4,143.36,Credit Card,4/6/2022,Metropol AVM,000-85-6189,True
I237255,C338429,Female,63,Clothing,5,1500.4,Credit Card,24/09/2022,Mall of Istanbul,000-88-5779,False
I135567,C882930,Male,57,Clothing,5,1500.4,Cash,22/09/2021,Metropol AVM,000-46-5250,True
I168159,C339959,Male,55,Clothing,2,600.16,Credit Card,7/11/2021,Metropol AVM,000-17-0461,False
I135928,C253992,Female,30,Food & Beverage,1,5.23,Credit Card,15/06/2022,Istinye Park,000-85-0739,True
I276210,C188804,Male,24,Souvenir,2,23.46,Cash,28/02/2023,Mall of Istanbul,000-26-6003,False
I671331,C117116,Male,31,Toys,5,179.2,Debit Card,19/10/2021,Forum Istanbul,000-54-9567,False
I165991,C166361,Female,63,Technology,5,5250.0,Cash,16/07/2022,Istinye Park,000-13-5591,False
I222699,C104194,Female,60,Books,5,75.75,Credit Card,21/12/2021,Metrocity,000-58-1594,False
I787365,C113334,Male,53,Clothing,3,900.24,Credit Card,4/7/2021,Metrocity,000-64-5654,False
I470450,C202799,Male,68,Cosmetics,1,40.66,Credit Card,6/8/2021,Kanyon,000-55-6749,True
I112989,C762311,Female,68,Clothing,4,1200.32,Cash,4/5/2022,Kanyon,000-54-0924,False
I157477,C934057,Male,35,Technology,2,2100.0,Debit Card,19/09/2021,Kanyon,000-94-4001,False
I305511,C210007,Female,33,Food & Beverage,3,15.69,Debit Card,10/12/2021,Kanyon,000-41-3844,True
I110630,C219026,Female,24,Shoes,4,2400.68,Debit Card,10/12/2021,Kanyon,000-92-5113,True
I675999,C223392,Male,36,Clothing,1,300.08,Cash,14/07/2021,Metropol AVM,000-85-1391,False
I225623,C176423,Male,37,Clothing,5,1500.4,Cash,20/01/2021,Kanyon,000-98-1073,True
I862648,C243779,Female,62,Souvenir,5,58.65,Debit Card,23/08/2022,Viaport Outlet,000-49-1875,True
I301266,C312355,Female,62,Cosmetics,5,203.3,Cash,6/5/2021,Kanyon,000-53-2781,False
I203708,C959371,Male,48,Technology,5,5250.0,Credit Card,20/06/2021,Metrocity,000-12-8821,True
I272477,C333354,Male,40,Shoes,1,600.17,Cash,6/8/2021,Mall of Istanbul,000-51-0612,True
I254330,C177526,Female,21,Cosmetics,1,40.66,Credit Card,21/08/2022,Metropol AVM,000-68-6921,False
I168913,C307314,Male,50,Books,4,60.6,Debit Card,7/11/2021,Viaport Outlet,000-82-8433,False
I194688,C101690,Female,68,Food & Beverage,5,26.15,Cash,30/05/2021,Mall of Istanbul,000-63-4368,True
I880555,C340251,Male,48,Cosmetics,5,203.3,Debit Card,19/01/2022,Mall of Istanbul,000-12-7695,False
I166485,C180853,Female,54,Cosmetics,4,162.64,Credit Card,30/09/2022,Metropol AVM,000-85-0364,False
I292012,C304714,Male,68,Clothing,1,300.08,Credit Card,18/08/2022,Istinye Park,000-50-6188,False
I145018,C147798,Female,24,Technology,4,4200.0,Cash,14/10/2021,Kanyon,000-83-6394,True
I104570,C275405,Female,62,Clothing,2,600.16,Cash,10/9/2022,Metropol AVM,000-51-9380,True
I325809,C290305,Male,34,Toys,4,143.36,Credit Card,25/09/2021,Zorlu Center,000-22-8001,False
I666635,C296708,Male,48,Souvenir,4,46.92,Debit Card,18/07/2021,Mall of Istanbul,000-22-3373,True
I227991,C255234,Male,46,Cosmetics,3,121.98,Cash,30/05/2021,Cevahir AVM,000-53-8138,False
I112705,C121171,Male,51,Shoes,1,600.17,Debit Card,1/6/2022,Kanyon,000-74-5563,True
I151885,C616915,Female,55,Souvenir,4,46.92,Cash,12/11/2022,Metrocity,000-31-4907,True
I170471,C835872,Female,61,Clothing,3,900.24,Credit Card,9/6/2022,Mall of Istanbul,000-56-7143,False
I853141,C113301,Female,61,Souvenir,1,11.73,Credit Card,24/02/2021,Metropol AVM,000-35-8142,False
I230108,C608722,Male,20,Food & Beverage,3,15.69,Cash,13/03/2021,Mall of Istanbul,000-91-1234,False
I163839,C158561,Male,55,Shoes,3,1800.51,Debit Card,22/01/2021,Kanyon,000-78-3507,False
I209250,C282251,Male,44,Toys,1,35.84,Credit Card,21/05/2021,Mall of Istanbul,000-46-4344,False
I275766,C311448,Female,62,Toys,5,179.2,Credit Card,8/5/2021,Metrocity,000-16-4871,False
I202088,C295895,Female,31,Food & Beverage,3,15.69,Credit Card,23/09/2022,Mall of Istanbul,000-83-6586,False
I311467,C242816,Female,21,Food & Beverage,1,5.23,Debit Card,11/12/2022,Kanyon,000-38-1506,True
I117661,C268815,Female,19,Clothing,2,600.16,Debit Card,11/7/2022,Metropol AVM,000-84-1552,False
I699421,C275965,Male,56,Clothing,5,1500.4,Cash,3/3/2021,Cevahir AVM,000-85-5518,False
I224714,C192147,Female,60,Clothing,5,1500.4,Cash,10/6/2022,Metropol AVM,000-44-1102,True
I115684,C233534,Male,29,Toys,3,107.52,Credit Card,27/02/2021,Mall of Istanbul,000-82-8700,True
I325247,C169462,Female,58,Books,1,15.15,Debit Card,29/09/2021,Metropol AVM,000-70-6997,True
I304711,C184471,Female,68,Cosmetics,5,203.3,Debit Card,22/08/2021,Metrocity,000-36-5690,False
I182849,C261553,Male,19,Clothing,5,1500.4,Cash,18/11/2022,Mall of Istanbul,000-19-4945,False
I153503,C277888,Male,45,Books,2,30.3,Debit Card,25/02/2022,Mall of Istanbul,000-74-4913,False
I171864,C326377,Female,57,Shoes,4,2400.68,Credit Card,1/8/2022,Metrocity,000-65-8846,False
I236062,C148855,Male,24,Clothing,4,1200.32,Credit Card,18/05/2021,Kanyon,000-50-3278,True
I240017,C338164,Female,24,Technology,5,5250.0,Credit Card,29/01/2023,Mall of Istanbul,000-63-6591,True
I856284,C210679,Female,52,Food & Beverage,2,10.46,Credit Card,9/7/2021,Mall of Istanbul,000-42-8443,False
I141278,C155933,Female,50,Cosmetics,5,203.3,Credit Card,19/12/2021,Mall of Istanbul,000-68-8971,False
I328625,C252793,Female,22,Cosmetics,3,121.98,Cash,20/05/2022,Metrocity,000-33-0304,False
I273335,C191166,Female,37,Clothing,4,1200.32,Cash,23/07/2021,Mall of Istanbul,000-90-8457,False
I162119,C159423,Female,24,Clothing,2,600.16,Cash,22/02/2023,Kanyon,000-33-9451,True
I132964,C147897,Female,46,Cosmetics,3,121.98,Debit Card,1/6/2021,Metropol AVM,000-73-3489,True
I285633,C617586,Female,44,Cosmetics,1,40.66,Debit Card,13/06/2022,Kanyon,000-94-7656,False
I119280,C220662,Male,51,Clothing,4,1200.32,Debit Card,19/09/2022,Kanyon,000-44-8728,True
I133262,C286126,Male,41,Souvenir,2,23.46,Cash,9/1/2022,Zorlu Center,000-88-7106,False
I151404,C797228,Male,43,Food & Beverage,4,20.92,Debit Card,17/02/2023,Kanyon,000-82-0981,False
I322988,C248061,Female,37,Clothing,2,600.16,Credit Card,12/10/2022,Cevahir AVM,000-76-3287,True
I335366,C252556,Male,58,Clothing,5,1500.4,Debit Card,1/12/2021,Kanyon,000-56-7577,False
I204088,C958885,Male,39,Clothing,2,600.16,Cash,29/06/2022,Kanyon,000-28-3938,False
I797290,C324858,Female,63,Clothing,4,1200.32,Credit Card,22/04/2021,Metrocity,000-29-4919,False
I335519,C221378,Male,22,Food & Beverage,4,20.92,Credit Card,5/6/2022,Istinye Park,000-65-6721,True
I676136,C446613,Female,23,Clothing,4,1200.32,Cash,5/3/2021,Metrocity,000-50-1055,True
I174527,C110259,Female,30,Clothing,2,600.16,Credit Card,7/8/2022,Istinye Park,000-91-3335,False
I190566,C269192,Female,65,Clothing,2,600.16,Credit Card,17/06/2022,Mall of Istanbul,000-62-4373,True
I203663,C944530,Male,30,Clothing,5,1500.4,Credit Card,5/7/2022,Metrocity,000-46-2631,False
I198486,C170176,Female,63,Clothing,1,300.08,Cash,30/06/2021,Kanyon,000-42-9850,False
I180332,C134328,Female,37,Food & Beverage,5,26.15,Credit Card,18/06/2021,Metropol AVM,000-40-6649,False
I233994,C198238,Female,37,Clothing,5,1500.4,Credit Card,27/06/2021,Istinye Park,000-40-1860,True
I224820,C990682,Female,58,Toys,1,35.84,Cash,20/01/2022,Kanyon,000-29-3144,True
